User_id,Coupon_id,Date_received,prob
4129537,9983,20160712,0.4531714
6949378,3429,20160706,0.4531714
2166529,6928,20160727,0.4573631
2166529,1808,20160727,0.4573631
6172162,6500,20160708,0.4573631
4005121,9983,20160706,0.4531714
4347394,9983,20160716,0.4531714
3094273,13602,20160727,0.45607236
5139970,9983,20160729,0.4531714
3237121,13602,20160703,0.45607236
6224386,9983,20160716,0.4531714
6488578,13602,20160712,0.45607236
4164865,9983,20160703,0.4531714
4164865,8059,20160706,0.4531714
5468674,9983,20160713,0.4531714
6258178,9144,20160706,0.4582683
3659521,7341,20160727,0.4573631
3659521,13181,20160717,0.45360452
3659521,13602,20160718,0.45607236
7333378,13602,20160704,0.45607236
7333378,785,20160727,0.4582683
4454914,2978,20160711,0.4531714
6817282,8375,20160724,0.4573631
3149569,10418,20160721,0.4531714
6301186,1715,20160718,0.4578835
6301186,4203,20160708,0.4573631
2891521,13602,20160724,0.45607236
3422977,13602,20160727,0.45607236
4771330,13602,20160726,0.45607236
4513282,11799,20160712,0.45571774
3439873,13602,20160713,0.45607236
6632962,13602,20160727,0.45607236
6632962,10438,20160705,0.4531714
6912514,9934,20160724,0.4645536
2821891,10418,20160702,0.4531714
3872515,10418,20160704,0.4531714
3872515,2978,20160704,0.4531714
2699011,13602,20160705,0.45607236
5406214,3903,20160722,0.46857116
5406214,2440,20160722,0.46493343
3359491,10418,20160725,0.4531714
4147459,5743,20160715,0.4582683
5427718,4912,20160704,0.47467294
5427718,662,20160704,0.47467294
5427718,1528,20160704,0.47467294
2848003,13602,20160702,0.45607236
2726659,10842,20160724,0.4573631
3649795,2978,20160723,0.4531714
3649795,10418,20160701,0.4531714
2612995,9983,20160703,0.4531714
3808003,9983,20160721,0.4531714
3812611,3992,20160721,0.4531714
3425539,3992,20160719,0.4531714
6853126,13181,20160721,0.45360452
4251142,10609,20160707,0.45360452
3442435,13602,20160713,0.45607236
3182851,11986,20160731,0.4573631
7175686,7774,20160706,0.4578835
7175686,9983,20160717,0.4531714
3199747,8059,20160712,0.4531714
3199747,3429,20160718,0.4531714
6140422,6480,20160728,0.4631611
4001029,13602,20160704,0.45607236
3873541,2978,20160718,0.4531714
4603402,5482,20160723,0.4582683
6443530,13602,20160722,0.45607236
3627781,10418,20160713,0.4531714
4913674,8059,20160712,0.4531714
3506437,13602,20160719,0.45607236
2196229,6614,20160717,0.4573631
2329861,13849,20160724,0.4587889
3514117,9967,20160706,0.4573631
5733898,13183,20160705,0.4582683
2480389,2978,20160703,0.4531714
3928837,1904,20160722,0.46404108
3017989,13602,20160730,0.45607236
3017989,9983,20160704,0.4531714
5776906,13602,20160706,0.45607236
6332938,13602,20160724,0.45607236
5568010,8596,20160722,0.4758591
5568010,8596,20160722,0.4758591
2398981,13602,20160722,0.45607236
3208453,10418,20160713,0.4531714
7205386,13602,20160729,0.45607236
4866574,13602,20160723,0.45607236
4866574,9983,20160725,0.4531714
5394958,2601,20160712,0.4583281
6445582,13602,20160713,0.45607236
3748615,13602,20160709,0.45607236
3748615,11184,20160703,0.45360452
5941774,9983,20160711,0.4531714
2842375,3429,20160725,0.4531714
2324743,10418,20160701,0.4531714
6491662,4654,20160717,0.4582683
3644167,11463,20160710,0.47825804
3644167,11463,20160706,0.47825804
3644167,11463,20160708,0.47825804
3644167,11463,20160711,0.47825804
3644167,11463,20160713,0.47825804
2862343,3004,20160712,0.4736918
2862343,2070,20160721,0.4736918
2862343,7821,20160721,0.4728128
2862343,14,20160731,0.4573631
4676110,9983,20160727,0.4531714
3135751,3992,20160724,0.4531714
4054279,9983,20160729,0.4531714
4192519,13602,20160723,0.45607236
2363143,3780,20160703,0.45866618
2363143,13161,20160703,0.45866618
2363143,2978,20160724,0.4531714
2363143,10438,20160729,0.45866618
3025159,9983,20160703,0.4531714
3025159,10438,20160701,0.4531714
3025159,13602,20160725,0.45607236
6574606,8059,20160729,0.4531714
2771719,13602,20160728,0.45607236
2513671,9983,20160723,0.4531714
7136782,13602,20160714,0.45607236
3568903,8596,20160722,0.4582683
5047822,13602,20160722,0.45607236
3704071,10110,20160716,0.48715904
3704071,10110,20160707,0.48715904
3183367,4132,20160723,0.4573631
4276750,13602,20160726,0.45607236
6402574,9983,20160704,0.4531714
6402574,10418,20160706,0.4531714
6408718,13602,20160724,0.45607236
4587022,8059,20160717,0.4531714
4587022,9983,20160717,0.4531714
3212041,13602,20160715,0.45607236
5903890,13602,20160724,0.45607236
4598290,1904,20160709,0.45571774
3093769,8306,20160728,0.4814202
3093769,8059,20160728,0.4531714
3093769,9983,20160716,0.4531714
3093769,8306,20160728,0.4814202
4370962,8059,20160722,0.4531714
6208018,2920,20160729,0.46728924
2189065,2096,20160715,0.4582683
4029193,13602,20160703,0.45607236
3119881,493,20160721,0.4578835
3910921,9983,20160712,0.4531714
3910921,13602,20160711,0.45607236
6773266,2096,20160717,0.4582683
4948498,2978,20160725,0.4531714
2347273,13602,20160725,0.45607236
4190473,10284,20160720,0.4587889
3536137,13602,20160728,0.45607236
2358025,13602,20160703,0.45607236
3930889,10438,20160729,0.4531714
3930889,13602,20160704,0.45607236
3930889,2893,20160724,0.4853896
3930889,2893,20160726,0.4853896
4066057,5702,20160716,0.47763294
4066057,13602,20160724,0.45607236
4066057,5702,20160723,0.47763294
4066057,5702,20160709,0.47763294
4070665,10418,20160715,0.4531714
3024649,3992,20160709,0.4531714
6862354,13602,20160731,0.45607236
6078994,10438,20160716,0.4531714
3310345,10438,20160731,0.4531714
6112786,13602,20160714,0.45607236
2930953,2978,20160724,0.4531714
6939154,10418,20160727,0.4531714
6939154,2978,20160727,0.4531714
3208969,3985,20160724,0.4626398
3208969,11876,20160724,0.4573631
2296075,13602,20160728,0.45607236
2173195,2601,20160703,0.46189824
5948950,10418,20160720,0.4531714
2723083,4277,20160724,0.4573631
4177675,9983,20160721,0.4531714
4177675,13602,20160719,0.45607236
6790678,13602,20160723,0.45607236
3531019,8059,20160717,0.4531714
7343638,8059,20160704,0.4531714
3021067,13320,20160722,0.4573631
2773771,4727,20160725,0.4626398
4286998,13602,20160711,0.45607236
6385174,9983,20160712,0.4531714
2933515,9983,20160703,0.4531714
2933515,13602,20160702,0.45607236
6925846,13602,20160714,0.45607236
6925846,9983,20160721,0.4531714
5617174,5785,20160725,0.4582683
6667798,9983,20160710,0.4531714
6667798,8499,20160725,0.47053704
6667798,13602,20160704,0.45607236
5887510,3093,20160704,0.4728128
5887510,8215,20160704,0.4728128
5887510,9002,20160704,0.4728128
3469579,2978,20160711,0.4531714
5368342,13602,20160727,0.45607236
6157846,13602,20160722,0.45607236
6427162,1904,20160708,0.45962274
6427162,11894,20160708,0.45962274
7228954,9983,20160714,0.4531714
6728218,3992,20160707,0.4531714
6992410,1971,20160706,0.49787167
6992410,1971,20160701,0.49787167
6992410,1971,20160708,0.49787167
6992410,1971,20160705,0.49787167
6992410,1971,20160711,0.49787167
3909901,9983,20160726,0.4531714
6783514,13602,20160729,0.45607236
6783514,9983,20160731,0.4531714
6783514,12154,20160729,0.4626398
4694554,10418,20160711,0.4531714
4694554,13602,20160721,0.45607236
4694554,2978,20160710,0.4531714
4694554,10438,20160703,0.4531714
5238298,11799,20160729,0.46404108
2886925,2978,20160722,0.4531714
2891533,13602,20160731,0.45607236
2635021,1808,20160730,0.4573631
2635021,6928,20160730,0.4573631
5275162,2601,20160707,0.46189824
2247949,13602,20160707,0.45607236
2247949,1589,20160710,0.48777795
2247949,1589,20160721,0.48777795
2247949,9983,20160730,0.4531714
6335002,9793,20160714,0.4582683
6599194,3429,20160710,0.4531714
6608410,8012,20160721,0.46447578
3048205,10438,20160712,0.4531714
3048205,10418,20160701,0.4531714
3837709,9983,20160720,0.4531714
2800909,13602,20160727,0.45607236
5880346,13602,20160721,0.45607236
5880346,8901,20160703,0.45360452
6153754,8059,20160724,0.4531714
5393950,13602,20160720,0.45607236
6976030,9718,20160702,0.4582683
2846479,10438,20160711,0.4531714
6223390,9983,20160710,0.4531714
3639055,9983,20160701,0.4531714
2872591,13602,20160713,0.45607236
3531535,8059,20160702,0.4531714
3531535,10418,20160704,0.4531714
3531535,9983,20160702,0.4531714
3531535,3429,20160704,0.4531714
5510686,8059,20160712,0.4531714
5510686,3429,20160704,0.4531714
3937039,10990,20160710,0.4626398
6039070,8059,20160715,0.4531714
6039070,13803,20160707,0.4582683
6039070,9983,20160726,0.4531714
6039070,13602,20160726,0.45607236
6039070,3429,20160716,0.4531714
3675919,2601,20160708,0.46189824
4472350,9983,20160728,0.4531714
2107663,13602,20160728,0.45607236
2370319,12429,20160723,0.4631611
2370319,10418,20160711,0.4531714
2765071,2978,20160721,0.4531714
2765071,13602,20160714,0.45607236
3557647,13602,20160704,0.45607236
3557647,10438,20160712,0.4531714
2772751,13602,20160713,0.45607236
2772751,9983,20160714,0.4531714
3428623,10438,20160706,0.4531714
3428623,10418,20160704,0.4531714
3428623,3429,20160705,0.4531714
3428623,13602,20160724,0.45607236
3428623,2978,20160724,0.4531714
3298063,2978,20160731,0.4531714
3298063,10438,20160721,0.4531714
6893086,13602,20160727,0.45607236
2817295,13602,20160720,0.45607236
2953489,9983,20160704,0.4531714
5180962,13602,20160723,0.45607236
3647761,9983,20160724,0.4531714
4938274,3594,20160703,0.4573631
3913489,13602,20160704,0.45607236
3133201,13602,20160711,0.45607236
3019537,13602,20160703,0.45607236
6308386,13602,20160706,0.45607236
6308386,10438,20160706,0.4531714
2369809,13602,20160723,0.45607236
2764561,10418,20160704,0.4531714
2764561,13602,20160712,0.45607236
2764561,10438,20160710,0.4531714
2764561,2978,20160703,0.4531714
7128610,9983,20160716,0.4531714
2127121,13602,20160723,0.45607236
2266897,2978,20160707,0.4531714
2266897,13602,20160703,0.45607236
2266897,3429,20160706,0.4531714
2266897,6749,20160726,0.4631611
3845905,5743,20160724,0.4582683
6913570,5840,20160723,0.45360452
3326737,2978,20160721,0.4531714
2680081,13602,20160704,0.45607236
2680081,8780,20160717,0.48720306
2680081,8780,20160722,0.48720306
5371426,13602,20160706,0.45607236
2819347,13602,20160728,0.45607236
4144915,13602,20160717,0.45607236
4144915,11799,20160717,0.46404108
3624211,11512,20160724,0.48572576
3624211,11512,20160715,0.48572576
3628819,12559,20160721,0.4582683
3628819,13602,20160703,0.45607236
2843923,13602,20160710,0.45607236
3636499,10418,20160711,0.4531714
2588947,2623,20160702,0.4587889
3383059,1904,20160718,0.46404108
2870035,10418,20160701,0.4531714
2870035,2978,20160701,0.4531714
2870035,10438,20160724,0.4531714
2870035,13602,20160711,0.45607236
6037030,13602,20160714,0.45607236
2635027,807,20160716,0.4582683
3301651,2601,20160726,0.46665826
4540966,10418,20160706,0.4531714
5327398,13602,20160726,0.45607236
2800915,10418,20160705,0.4531714
2146579,4811,20160702,0.47542685
2146579,8137,20160701,0.47780225
2146579,8137,20160702,0.47780225
2146579,8137,20160703,0.47780225
2146579,4811,20160709,0.47542685
6921766,13602,20160705,0.45607236
3854611,13602,20160729,0.45607236
3470611,11146,20160706,0.47535193
3470611,11146,20160710,0.47535193
3482389,8181,20160707,0.4582683
3877141,13602,20160706,0.45607236
4349482,8059,20160701,0.4531714
4349482,3429,20160726,0.4531714
2964757,7419,20160709,0.4578835
4884010,13506,20160719,0.47584894
4884010,13506,20160719,0.47584894
4884010,13506,20160718,0.47584894
4884010,12455,20160714,0.4573631
4622890,6648,20160730,0.46023968
4622890,4785,20160727,0.46023968
2445589,2002,20160703,0.4573631
2445589,8059,20160720,0.4531714
2445589,13602,20160726,0.45607236
2445589,9983,20160730,0.4531714
6208042,9983,20160714,0.4531714
6208042,8059,20160716,0.4531714
6208042,3429,20160717,0.4531714
6208042,13602,20160719,0.45607236
6994474,13602,20160713,0.45607236
6994474,2978,20160710,0.4531714
6472234,8059,20160713,0.4531714
2456341,5933,20160717,0.46042106
2456341,1904,20160724,0.46591353
2456341,5933,20160723,0.46042106
3505429,10438,20160711,0.4531714
2723605,8059,20160703,0.4531714
7286314,9983,20160707,0.4531714
4668970,13602,20160725,0.45607236
3133717,3780,20160709,0.45866618
3133717,3743,20160710,0.4623555
3133717,10438,20160712,0.45866618
3791125,2911,20160713,0.4573631
4966954,785,20160729,0.4582683
5492266,7501,20160713,0.4573631
3809557,13602,20160724,0.45607236
2762005,9599,20160726,0.4582683
4075285,11986,20160721,0.4573631
4075285,5215,20160721,0.4582683
2373397,13602,20160702,0.45607236
2373397,6911,20160721,0.4573631
3557653,13602,20160725,0.45607236
4090645,5488,20160719,0.4582683
4090645,3992,20160722,0.4531714
3566869,5562,20160709,0.4622502
5824042,4061,20160712,0.4645536
4776490,13602,20160719,0.45607236
5581354,13602,20160718,0.45607236
3447061,13602,20160703,0.45607236
6917674,8059,20160713,0.4531714
4119829,13602,20160726,0.45607236
2819863,4924,20160719,0.4573631
2300695,11799,20160725,0.46404108
4140823,2601,20160730,0.46665826
2442007,2149,20160701,0.48821887
2442007,2149,20160710,0.48821887
2442007,13624,20160701,0.4761651
2442007,7471,20160701,0.47290376
2442007,384,20160701,0.47476396
4898350,13602,20160720,0.45607236
3239191,10418,20160704,0.4531714
3239191,13602,20160724,0.45607236
3239191,9983,20160725,0.4531714
3110167,3429,20160702,0.4531714
3111703,13602,20160726,0.45607236
3899671,13602,20160723,0.45607236
4391470,3992,20160702,0.4531714
2878231,3992,20160704,0.4531714
2749207,8059,20160701,0.4531714
5761582,13602,20160704,0.45607236
2621719,9983,20160726,0.4531714
2621719,13602,20160723,0.45607236
3147031,3992,20160729,0.4531714
7346734,9977,20160713,0.4794903
7346734,4405,20160701,0.4573631
7346734,3429,20160711,0.4531714
7346734,9183,20160713,0.47340053
7346734,8059,20160711,0.4531714
7346734,10210,20160719,0.4761651
7346734,11270,20160712,0.47526085
4213294,13602,20160715,0.45607236
2369815,3611,20160702,0.4573631
6053422,9983,20160714,0.4531714
2240791,613,20160723,0.4582683
2240791,8866,20160731,0.4826838
2240791,8866,20160722,0.4826838
2240791,1540,20160731,0.4573631
3558679,8239,20160706,0.4622502
6594094,4700,20160707,0.4582683
3174679,8499,20160723,0.47015664
3053335,10438,20160702,0.4531714
3053335,13602,20160721,0.45607236
3844375,2978,20160726,0.4531714
5595694,2978,20160703,0.4531714
6646318,10418,20160705,0.4531714
6938158,785,20160725,0.4582683
7208494,2978,20160729,0.4531714
4132633,2978,20160728,0.4531714
4132633,13602,20160721,0.45607236
4362802,10438,20160719,0.4531714
5158450,13602,20160709,0.45607236
2186521,13602,20160718,0.45607236
5683762,3429,20160706,0.4531714
5683762,2978,20160706,0.4531714
5425714,13602,20160715,0.45607236
6215218,13602,20160715,0.45607236
3240217,9983,20160714,0.4531714
6227506,3429,20160704,0.4531714
6227506,8059,20160704,0.4531714
2724121,13602,20160719,0.45607236
2601241,13602,20160725,0.45607236
5729842,13602,20160716,0.45607236
3522841,13602,20160727,0.45607236
2737945,10438,20160722,0.4531714
3277081,9983,20160723,0.4531714
7084594,13602,20160718,0.45607236
5250610,9016,20160714,0.48715904
5250610,9016,20160719,0.48715904
5250610,9016,20160711,0.48715904
6313522,1904,20160723,0.46404108
3433753,9983,20160718,0.4531714
3433753,13602,20160712,0.45607236
2648857,7083,20160726,0.47015664
2648857,11184,20160701,0.45360452
2389273,9967,20160719,0.45982873
2389273,13602,20160727,0.45607236
2389273,6653,20160719,0.45982873
2129689,13602,20160725,0.45607236
5852722,13602,20160714,0.45607236
2926873,9559,20160722,0.4582683
5877298,2978,20160729,0.4531714
3988249,9983,20160721,0.4531714
3345691,10418,20160718,0.4531714
5928502,13602,20160728,0.45607236
2837275,9983,20160714,0.4531714
2837275,13602,20160728,0.45607236
2445595,10418,20160714,0.4531714
5691958,13320,20160728,0.4573631
6232630,8975,20160723,0.4582683
5203510,4277,20160702,0.4573631
5203510,8059,20160705,0.4531714
4181275,10438,20160720,0.4531714
4181275,13602,20160715,0.45607236
4450870,10418,20160718,0.4531714
4979254,13602,20160703,0.45607236
5781046,8912,20160713,0.4573631
2510107,9983,20160726,0.4531714
3691291,8426,20160719,0.4582683
2659099,13602,20160725,0.45607236
2659099,9983,20160721,0.4531714
2815771,9983,20160725,0.4531714
5633590,10418,20160710,0.4531714
5905978,9983,20160713,0.4531714
5905978,13602,20160713,0.45607236
2445085,2978,20160716,0.4531714
2445085,10418,20160707,0.4531714
3495709,13602,20160730,0.45607236
5432890,2002,20160718,0.4573631
3635485,13602,20160724,0.45607236
3113245,9983,20160714,0.4531714
7036474,4649,20160711,0.4622502
2475805,8059,20160715,0.4531714
3004189,5471,20160710,0.4582683
3004189,2911,20160727,0.4573631
7067194,2978,20160719,0.4531714
7067194,10418,20160719,0.4531714
2486557,13602,20160712,0.45607236
5767738,11200,20160703,0.4582683
5767738,2002,20160712,0.4573631
5767738,8059,20160717,0.4531714
5254714,12630,20160709,0.4622502
4735546,1699,20160702,0.4573631
6572602,13602,20160723,0.45607236
6578746,8059,20160711,0.4531714
2504989,785,20160731,0.4582683
5540410,1904,20160721,0.46404108
6852154,2978,20160722,0.4531714
3429661,1967,20160707,0.4582683
3563293,13602,20160723,0.45607236
3563293,9983,20160711,0.4531714
4508218,5933,20160729,0.45360452
2127133,13602,20160720,0.45607236
2127133,11986,20160721,0.4573631
2127133,9983,20160724,0.4531714
6879802,12913,20160705,0.4905917
6879802,12913,20160707,0.4905917
6385210,13602,20160715,0.45607236
2936605,10418,20160705,0.4531714
4827706,11576,20160711,0.4587889
4827706,8059,20160702,0.4531714
3987229,13602,20160724,0.45607236
3987229,9983,20160717,0.4531714
6974014,9983,20160711,0.4531714
3625759,13602,20160724,0.45607236
3891487,13602,20160712,0.45607236
4161823,785,20160726,0.4582683
7020094,13602,20160711,0.45607236
7020094,3992,20160731,0.4531714
5453374,13602,20160729,0.45607236
3120415,5840,20160729,0.45360452
5195326,10438,20160711,0.4531714
6771262,9983,20160726,0.4531714
4691518,6574,20160719,0.46709326
5484094,8,20160707,0.4573631
3270943,8059,20160710,0.4531714
3536671,10418,20160712,0.4531714
2762527,10438,20160730,0.4531714
2896159,13602,20160725,0.45607236
2896159,9983,20160703,0.4531714
2112799,2978,20160717,0.4531714
3166495,13602,20160728,0.45607236
3166495,9983,20160721,0.4531714
5548606,3429,20160703,0.4531714
5548606,9983,20160712,0.4531714
2648863,1904,20160720,0.47424507
2648863,11894,20160720,0.47962552
2648863,11894,20160725,0.47962552
4513342,9063,20160725,0.4582683
4513342,3777,20160725,0.4573631
4513342,864,20160721,0.4645536
3046687,9983,20160714,0.4531714
2129695,13602,20160711,0.45607236
2138911,8306,20160727,0.4582683
2138911,9983,20160728,0.4531714
2138911,8059,20160728,0.4531714
2138911,13602,20160725,0.45607236
3194143,13602,20160716,0.45607236
3194143,8059,20160712,0.4531714
3194143,9983,20160712,0.4531714
5100094,11799,20160727,0.46404108
3341599,13602,20160706,0.45607236
4853314,13602,20160727,0.45607236
4853314,9983,20160711,0.4531714
4853314,8059,20160728,0.4531714
5378626,8224,20160721,0.4573631
2563873,13602,20160706,0.45607236
4142881,9983,20160728,0.4531714
6201922,13602,20160704,0.45607236
3907873,13602,20160704,0.45607236
2597665,9983,20160706,0.4531714
5986882,8499,20160730,0.47015664
2993953,2601,20160720,0.46665826
2993953,13602,20160729,0.45607236
7301698,2978,20160722,0.4531714
4429378,4405,20160716,0.4573631
2218273,9983,20160727,0.4531714
2218273,13602,20160724,0.45607236
6272578,9983,20160728,0.4531714
3671329,3429,20160726,0.4531714
3671329,8059,20160712,0.4531714
4463170,13602,20160703,0.45607236
4463170,8012,20160728,0.46447578
2757409,13602,20160723,0.45607236
3818785,11894,20160720,0.47962552
3818785,11894,20160713,0.47962552
3818785,1904,20160713,0.45962274
6330946,3102,20160724,0.47763294
6330946,3102,20160716,0.47763294
2649889,1904,20160704,0.45571774
3178273,2978,20160719,0.4531714
2921761,2601,20160713,0.4583281
6367810,13602,20160710,0.45607236
4272706,2978,20160705,0.4531714
4804162,10438,20160720,0.4531714
3586849,13662,20160711,0.4573631
3720481,2601,20160705,0.46189824
2811169,613,20160720,0.4582683
3602209,3429,20160729,0.4531714
3602209,13602,20160726,0.45607236
3602209,9983,20160727,0.4531714
2821411,13602,20160728,0.45607236
7248454,13602,20160723,0.45607236
6471238,2601,20160728,0.46665826
6744646,13181,20160716,0.45360452
3111715,13602,20160718,0.45607236
6508102,3992,20160726,0.4531714
6787654,13602,20160727,0.45607236
6787654,9983,20160705,0.4531714
6787654,3429,20160705,0.4531714
5755462,8059,20160704,0.4531714
7076422,9227,20160731,0.4582683
3804451,2978,20160702,0.4531714
6317638,807,20160723,0.4582683
5012038,10438,20160703,0.4531714
5012038,13602,20160727,0.45607236
2644771,2978,20160706,0.4531714
6600262,11894,20160721,0.47677776
6600262,1904,20160721,0.47677776
5297734,10418,20160724,0.4531714
2783011,8224,20160731,0.4573631
5838406,2096,20160727,0.47763294
5838406,2096,20160717,0.47763294
5841478,13602,20160715,0.45607236
2921251,8059,20160701,0.4531714
2921251,3429,20160701,0.4531714
